,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ervid
3320,34.32206452,-0.11906473,0.262582977,-0.453436591,0.650234393,NA,3320
3321,50.07342949,0.190851163,0.284740023,0.670264619,0.502689117,NA,3321
3322,38.88718975,-0.345309626,0.272077559,-1.269158789,0.204384436,NA,3322
3323,11.97447313,0.308786571,0.31541475,0.978985833,0.327586979,NA,3323
3326,42.38758949,-0.002193326,0.320150718,-0.006850918,0.994533801,NA,3326
W-50,16.26572404,-0.226965485,0.3489853,-0.650358297,0.515460808,NA,W-50
3328,5.534264274,-0.171123119,0.29337651,-0.583288412,0.559699162,NA,3328
W-51,37.50472262,0.213422034,0.188448121,1.132524077,0.257414168,NA,W-51
3334,11.57520628,0.042233927,0.278807937,0.151480362,0.879596801,NA,3334
3335,213.1716351,0.351162398,0.124787985,2.814072187,0.004891824,0.096361851,3335
3339,9.220841396,0.426152951,0.301211649,1.414795718,0.1571284,NA,3339
3338,4.18796432,0.05923543,0.407950568,0.14520247,0.884551016,NA,3338
3340,58.2561487,0.359630478,0.185366535,1.940104654,0.052366973,NA,3340
3341,2087.239996,0.679639246,0.247903265,2.7415502,0.006115002,0.096361851,3341
3342,14.56862978,-0.367764783,0.244896979,-1.501712212,0.133171449,NA,3342
3344,111.0672084,0.095536889,0.116977785,0.816709678,0.41409436,0.647606216,3344
3346,238.3655851,-0.545572079,0.200703553,-2.718298058,0.00656187,0.096361851,3346
3349,7.413544951,-0.794584685,0.362375248,-2.192712358,0.02832811,NA,3349
3350,2.889291516,-0.069282802,0.467636143,-0.148155362,0.882220159,NA,3350
3351,17.90484349,-0.090256023,0.26704037,-0.337986435,0.735373411,NA,3351
3353,3.376427964,-0.556788652,0.798036108,-0.69769857,0.485365722,NA,3353
3355,0.845976536,-0.410514556,0.74494901,-0.551063966,0.581589826,NA,3355
3358,2.875235996,0.127680626,0.404183855,0.315897393,0.752080391,NA,3358
3363,7.251528192,-0.070264058,0.258039769,-0.272299338,0.785391865,NA,3363
3364,5.68835695,0.086208098,0.31477125,0.273875387,0.784180387,NA,3364
3365,6.214466578,0.290565881,0.367985684,0.789611918,0.429754446,NA,3365
3366,54.48502668,-0.235913189,0.215916463,-1.092613255,0.274563641,NA,3366
3367,292.5870338,0.19627081,0.169817082,1.155777781,0.247772064,0.462753518,3367
3370,650.0207605,-0.05514186,0.116302094,-0.474126116,0.635409976,0.826032969,3370
3371,45.09505991,0.341771425,0.355820671,0.960515938,0.336795614,NA,3371
3372,94.77681758,0.083814692,0.25922126,0.323332632,0.746443343,NA,3372
3375,152.1879589,-0.831252851,0.351208079,-2.366838637,0.017940753,0.129828289,3375
3379,121.1399368,0.038858865,0.253488417,0.153296414,0.878164528,0.94358175,3379
3380,123.0504914,0.19357539,0.260994332,0.741684266,0.458278655,0.681384208,3380
3382,75.72593465,-0.052293861,0.312880014,-0.16713711,0.867262167,NA,3382
3383,19.09821471,0.455216613,0.306635953,1.484550684,0.137662888,NA,3383
3385,8.896077743,-0.043392065,0.339679741,-0.127744049,0.89835153,NA,3385
3386,5.013771578,-0.104805884,0.401170791,-0.261250038,0.793899693,NA,3386
3387,58.76970229,0.273706843,0.33838957,0.808851296,0.418600686,NA,3387
3388,12.26913396,0.550578357,0.44041863,1.250125037,0.211253875,NA,3388
3389,11.34110425,-0.352876776,0.484798756,-0.727883008,0.466685206,NA,3389
3392,87.81297534,0.050688413,0.239950502,0.211245288,0.832695874,NA,3392
3393,15.36670175,-0.687881534,0.331746338,-2.073516586,0.038124229,NA,3393
3394,92.54818593,-0.032492943,0.251849466,-0.12901732,0.897343944,NA,3394
3395,193.4035791,-0.432755651,0.216878483,-1.995383055,0.046001118,0.187612401,3395
3397,349.5526182,0.450772466,0.247599664,1.820569781,0.06867228,0.250593583,3397
3400,2.709840584,-0.083770011,0.410128505,-0.204253083,0.838155732,NA,3400
3401,2.275041398,0.029523128,0.463819042,0.063652255,0.949247123,NA,3401
W-52,17.24964493,0.178261429,0.226881438,0.785703012,0.432041498,NA,W-52
3403,1353.190164,0.284128951,0.08437695,3.367376389,0.00075887,0.045618849,3403
3405,3.112011092,-0.088387387,0.387053408,-0.228359665,0.819366644,NA,3405
3406,90.94934013,0.095884723,0.135169221,0.70936802,0.478096128,NA,3406
3408,20.53203396,0.258945468,0.345575786,0.749316008,0.453666761,NA,3408
3407,6.193473384,0.03509324,0.428433909,0.081910509,0.934717877,NA,3407
3409,2440.827626,-0.319088928,0.207304766,-1.539226202,0.123749083,0.321780644,3409
3411,18.04833071,0.296894976,0.211274581,1.405256485,0.159945023,NA,3411
3413,6.175060787,0.256777428,0.366906837,0.69984367,0.484024939,NA,3413
W-68,11.1522901,-0.013269845,0.406727456,-0.032625889,0.973972925,NA,W-68
3415,180.5015525,0.023714947,0.157178942,0.150878653,0.88007144,0.94358175,3415
3417,35.79539053,-0.163616092,0.224944853,-0.727360907,0.467004896,NA,3417
3421,20.14115093,0.181736012,0.322357006,0.563772489,0.572908977,NA,3421
3420,25.45315405,0.418670731,0.311603206,1.343602129,0.179077081,NA,3420
3422,167.3606652,-0.010998966,0.2238988,-0.049124722,0.960819902,0.977482591,3422
3423,7.116865092,-0.284616916,0.587487659,-0.484464502,0.628056251,NA,3423
3425,7.007787138,0.112346719,0.436428032,0.257423242,0.796852063,NA,3425
3427,1.889730844,1.068306078,0.83488266,1.279588293,0.200689969,NA,3427
W-53,201.0446523,-0.612698299,0.333430106,-1.837561417,0.066127059,0.245614789,W-53
3430,88.71078867,-0.3148443,0.218254486,-1.442555918,0.149145609,NA,3430
3431,13.59871579,-0.465598441,0.414008247,-1.124611512,0.260753693,NA,3431
3432,251.7747064,-0.31246299,0.323506093,-0.965864311,0.334112083,0.593977036,3432
3433,99.15119343,-0.123316557,0.120407449,-1.02416054,0.305759454,NA,3433
3434,28.23857395,-0.135180493,0.236737631,-0.571013964,0.567990177,NA,3434
3436,1631.807074,0.149574819,0.201824155,0.741114554,0.458623986,0.681384208,3436
3439,2.817704371,-0.235191118,0.606565669,-0.387742219,0.698206809,NA,3439
3441,2.334571312,-1.400516472,0.809777153,-1.729508503,0.083718126,NA,3441
3442,1.062687625,-0.626274051,1.181546517,-0.530046039,0.596080011,NA,3442
3443,12.37755294,-0.066573593,0.634096347,-0.104989712,0.916383973,NA,3443
3445,3.657027313,-0.002021876,0.551530875,-0.003665934,0.997075014,NA,3445
3448,25.69723778,-0.348915178,0.240591051,-1.450241714,0.146991126,NA,3448
3449,15.59528883,-0.248411543,0.232163722,-1.069984324,0.284626365,NA,3449
3451,11.67483148,-0.286761221,0.294009173,-0.97534787,0.329387732,NA,3451
3452,61.88179738,0.046780124,0.234549244,0.199446919,0.841913162,NA,3452
3456,43.71195923,-0.196076746,0.351753485,-0.557426591,0.577236002,NA,3456
3458,33.19701487,-0.11029276,0.264356487,-0.417212234,0.676523177,NA,3458
3459,3.540177707,-0.341607261,0.453096251,-0.753939721,0.450885418,NA,3459
3461,3.072603352,0.167419752,0.458922417,0.364810577,0.715252809,NA,3461
3466,5.511102962,-0.583842185,0.419109789,-1.393053086,0.163603738,NA,3466
3468,6.435288194,-0.002444062,0.571169544,-0.004279049,0.996585824,NA,3468
3470,1.809655529,-0.357169336,0.540923569,-0.660295384,0.509064292,NA,3470
3471,1.254568081,-0.509405727,0.721954637,-0.705592431,0.480441633,NA,3471
3473,0.88087547,-0.146557834,0.843612221,-0.173726542,0.862080377,NA,3473
3475,0.575920359,-0.724937192,1.132668278,-0.640026039,0.522155671,NA,3475
3478,1.103742381,1.141219075,0.667205927,1.71044505,0.087183607,NA,3478
3490,6.951117383,0.057876445,0.269171159,0.215017259,0.829753863,NA,3490
3489,1.352892445,-0.250650838,0.616716989,-0.406427653,0.684428405,NA,3489
3492,1.421545543,-0.401819892,0.565729937,-0.710268037,0.477537937,NA,3492
3491,3.754977671,-0.275064203,0.359111153,-0.765958399,0.443701056,NA,3491
3495,1.025440711,-0.1832062,0.792024435,-0.231313824,0.817071008,NA,3495
3498,4.433683498,0.330403953,0.352006311,0.938630766,0.347920351,NA,3498
3497,10.9707226,0.285626691,0.404871144,0.705475545,0.480514345,NA,3497
3503,15.38245506,0.584179273,0.29505285,1.979914015,0.047713191,NA,3503
3505,40.31091081,1.09046209,0.405148569,2.691511644,0.007112902,NA,3505
3506,4.47713551,-0.027820169,0.51202888,-0.054333202,0.956669697,NA,3506
3508,5.661872176,0.124549414,0.334948483,0.371846478,0.710007156,NA,3508
3509,3.317523862,0.373076555,0.355432367,1.049641478,0.293882979,NA,3509
3510,6.532926635,0.262975744,0.353250415,0.744445675,0.456606895,NA,3510
3511,98.30096108,0.318694162,0.439731447,0.724747262,0.468607095,NA,3511
3512,27.09099087,0.063567992,0.30942137,0.205441504,0.837227196,NA,3512
3513,93.28570669,-0.436128642,0.244839736,-1.781282113,0.074866375,NA,3513
3514,50.47949256,0.077457371,0.1998935,0.387493196,0.698391121,NA,3514
3516,21.71206336,-0.10443348,0.231983235,-0.45017684,0.652582935,NA,3516
HERVK-27,1240.019875,0.418153128,0.168289716,2.484721806,0.012965271,0.129828289,HERVK-27
3518,358.806622,-0.904667928,0.313309766,-2.887455245,0.003883719,0.096361851,3518
3520,41.94572183,-0.182033919,0.188283222,-0.966809026,0.333639512,NA,3520
3521,39.25727492,-0.121566916,0.168557809,-0.721217942,0.470775435,NA,3521
3522,186.1507371,0.496463374,0.208473733,2.381419318,0.017246068,0.129828289,3522
3525,20.19448734,-0.067900269,0.200603396,-0.338480155,0.735001379,NA,3525
3524,18.33028581,-0.184090466,0.206569744,-0.891178263,0.372833544,NA,3524
3523,24.05809882,-0.15860131,0.238951846,-0.663737538,0.506858309,NA,3523
3526,24.58236903,0.221750272,0.21542005,1.029385485,0.303298567,NA,3526
3527,220.981659,-0.397415557,0.264900155,-1.500246602,0.133550536,0.323005947,3527
3528,161.9676648,-0.555381492,0.234901577,-2.364315728,0.018063411,0.129828289,3528
3529,18.1554871,-0.120221278,0.214241921,-0.561147308,0.57469712,NA,3529
3530,22.7767423,0.562725233,0.24143501,2.33075242,0.019766418,NA,3530
3533,206.3385177,-0.058734155,0.109626188,-0.535767556,0.592119207,0.784463663,3533
3537,167.0252687,0.657534932,0.192100435,3.422870608,0.000619636,0.045618849,3537
3539,45.18010356,-0.032439756,0.258230584,-0.125623216,0.900030185,NA,3539
3540,10.05977149,-0.352792483,0.274663565,-1.284453154,0.198983445,NA,3540
3543,388.0539189,-0.480744113,0.187899321,-2.558519689,0.010511887,0.121470691,3543
3542,642.1244264,-0.360303737,0.161003196,-2.237866993,0.02522973,0.157567981,3542
K-51,255.1170096,-0.187038795,0.144184583,-1.297217716,0.194556287,0.404677076,K-51
3544,405.312237,0.104967086,0.123020258,0.853250414,0.393520452,0.627829543,3544
3545,921.7380352,0.13614297,0.133048079,1.023261447,0.306184247,0.553370101,3545
3546,133.4419119,0.226163282,0.133529888,1.693727794,0.09031702,0.276534382,3546
3547,2742.006587,0.23865931,0.14240071,1.675969938,0.093744081,0.276534382,3547
3548,137.0219138,-0.457177377,0.198810979,-2.299558005,0.021473274,0.144078739,3548
3550,255.8344685,0.014823898,0.114714669,0.129224087,0.897180337,0.947276701,3550
3551,193.2448906,0.17516602,0.123535443,1.417941405,0.156207873,0.349368145,3551
3552,523.0336845,0.272067106,0.134745709,2.019115176,0.04347525,0.184547999,3552
3553,93.66667911,0.005310131,0.148311356,0.035803939,0.971438692,NA,3553
3555,723.4757723,0.026443185,0.225710821,0.117155147,0.906737109,0.952531913,3555
3557,224.6450971,0.175960437,0.276866054,0.635543559,0.525073967,0.753209553,3557
3559,245.8929896,-0.076208046,0.247791394,-0.307549202,0.758425378,0.898173996,3559
3558,282.8373697,0.062107959,0.296402026,0.209539591,0.834027032,0.935961605,3558
3561,355.6933115,0.171815464,0.282887418,0.607363398,0.543609773,0.754024104,3561
3562,60.70514454,0.251915019,0.322706004,0.780633195,0.435018263,NA,3562
3564,193.0747274,0.537566675,0.31755347,1.692838299,0.09048625,0.276534382,3564
3565,103.9990732,0.455359495,0.331598455,1.373225621,0.169682217,NA,3565
3568,108.602604,0.035394101,0.135376987,0.26144843,0.793746714,0.92752425,3568
3567,113.046651,-0.063638256,0.137867083,-0.461591377,0.64437438,0.829914789,3567
3566,102.4125352,0.122072011,0.167713778,0.727859174,0.466699797,NA,3566
3574,151.7999785,0.123201546,0.109348736,1.126684685,0.25987582,0.478355491,3574
3577,148.5347069,-0.102757848,0.174629646,-0.588433009,0.556241687,0.756756655,3577
3580,6.972923142,-0.195104901,0.416201117,-0.468775533,0.63923009,NA,3580
3584,866.585841,-0.038044844,0.241078955,-0.157810722,0.87460595,0.94358175,3584
3586,68.70307695,-0.182542244,0.198843759,-0.918018473,0.358609194,NA,3586
3587,1.034701204,-0.762309694,0.687343894,-1.109065928,0.267401742,NA,3587
3592,2.470499057,-0.09625909,0.596737488,-0.161308938,0.871850084,NA,3592
3593,48.4201693,0.331613346,0.376617006,0.880505504,0.378585525,NA,3593
3594,94.18662375,0.072039352,0.253718596,0.283934065,0.77646091,NA,3594
3595,59.35488744,-0.098171098,0.199380984,-0.492379443,0.622451129,NA,3595
3597,10.18109823,-0.831079579,0.394676518,-2.105723399,0.035228386,NA,3597
3598,43.78089522,0.174437087,0.265002409,0.658247177,0.510379314,NA,3598
3599,29.23264901,0.144301988,0.289640782,0.498210187,0.618335903,NA,3599
3601,218.6151842,-0.462464673,0.29779419,-1.552967412,0.12043092,0.321780644,3601
3600,337.1589179,-0.362121589,0.267462781,-1.353913946,0.175763834,0.376895643,3600
3602,25.47966539,-0.028068296,0.274122636,-0.102393206,0.918444576,NA,3602
3604,17.82383463,0.335193175,0.313862486,1.067961895,0.285537701,NA,3604
3605,8.776580626,-0.318586164,0.351137702,-0.907296944,0.36424979,NA,3605
3606,35.10618774,0.262632484,0.282224824,0.930578963,0.352071401,NA,3606
3609,8.848708976,-0.209307175,0.354543224,-0.590357286,0.554951141,NA,3609
3610,36.34050004,-0.196819563,0.392854333,-0.500998834,0.616371944,NA,3610
3611,24.70673926,0.165068756,0.403761964,0.408826909,0.682666691,NA,3611
3615,1.635696389,0.239438673,0.702083495,0.341040168,0.733073343,NA,3615
3616,3.576165141,-0.060797715,0.58248271,-0.104376858,0.916870287,NA,3616
3618,4.614723481,-0.621760275,0.486270216,-1.27863121,0.201026954,NA,3618
3620,173.2591603,0.220617828,0.187579889,1.176127297,0.239544012,0.452955949,3620
3621,124.3409643,0.663344971,0.316999262,2.092575754,0.036387043,0.168116081,3621
3622,117.2840021,0.615160005,0.366118678,1.680220218,0.092914477,0.276534382,3622
3624,78.52547301,0.433632532,0.331006054,1.310044113,0.190180913,NA,3624
K-8,12.84338801,-0.344732021,0.352572928,-0.977760894,0.328192596,NA,K-8
3627,6.983309338,-0.261530361,0.399172378,-0.655181509,0.512350898,NA,3627
3628,10.88384227,-0.619509115,0.38968718,-1.589760062,0.111888899,NA,3628
3632,4.92875476,-0.60423035,0.405805108,-1.488966841,0.136496101,NA,3632
3633,3.439074652,-0.376675491,0.490028333,-0.768681046,0.442082679,NA,3633
3636,34.57661102,-0.373294908,0.301402127,-1.238527783,0.215520427,NA,3636
W-55,15.8690718,0.291908636,0.247025491,1.181694384,0.237326987,NA,W-55
3637,260.8318804,0.200364429,0.096153973,2.083787314,0.037179518,0.168116081,3637
3640,60.17679454,0.303077414,0.322688007,0.93922739,0.347614009,NA,3640
3642,10.68303139,0.943107261,0.400252802,2.356278974,0.018459049,NA,3642
3643,5.727903728,0.30533215,0.364714412,0.837181476,0.402490568,NA,3643
3644,14.5425386,0.165373975,0.327614666,0.504781967,0.613711983,NA,3644
3646,7.50195097,0.154882638,0.323172344,0.479257093,0.631755743,NA,3646
3648,132.5912114,0.298563972,0.200050575,1.492442457,0.135583192,0.324152918,3648
3651,51.82790861,-0.226377578,0.196389708,-1.152695731,0.249035294,NA,3651
W-56,15.71151516,-0.213839891,0.270860587,-0.789483231,0.429829627,NA,W-56
K-20,35.26289877,-0.034944566,0.197423222,-0.177003321,0.859505781,NA,K-20
3656,3237.830508,0.424585234,0.148831248,2.852796313,0.004333639,0.096361851,3656
3658,42.22884247,-0.126167618,0.337283995,-0.374069389,0.708352693,NA,3658
3659,46.9815172,0.373611222,0.272841416,1.369334714,0.170894672,NA,3659
3663,22.53136254,-0.704642581,0.375307086,-1.877509395,0.060448311,NA,3663
3672,4.473502536,-0.513726416,0.448882982,-1.144455096,0.25243495,NA,3672
3673,12.86816437,0.431051833,0.289853809,1.487135307,0.136979078,NA,3673
3674,7.150147745,0.143499705,0.281424824,0.509904217,0.610118567,NA,3674
3675,15.88841819,0.041607335,0.332810945,0.125017927,0.900509358,NA,3675
3676,107.0291807,-0.821397255,0.336922082,-2.437944261,0.014771051,NA,3676
3677,38.62638477,-0.496073069,0.217073904,-2.285272708,0.022296842,NA,3677
3678,55.03940928,0.252007461,0.237858931,1.059482861,0.289379931,NA,3678
3679,10.30504895,-0.215193285,0.301195431,-0.714463975,0.474940325,NA,3679
3680,6.101494904,-0.095728264,0.346780754,-0.276048375,0.782510911,NA,3680
3682,516.6662595,0.532571885,0.351907676,1.513385245,0.130181831,0.32235501,3682
3683,59.70415433,-0.355722024,0.194124316,-1.832444442,0.066885232,NA,3683
3684,40.05012552,-0.053916227,0.268612021,-0.200721572,0.840916291,NA,3684
3687,1737.125347,-0.179983032,0.151353734,-1.189154887,0.234378723,0.450013547,3687
3688,623.3263611,-0.218997104,0.165271626,-1.325073816,0.18514667,0.388995024,3688
3689,15.6259918,-0.084864725,0.180580733,-0.46995448,0.638387539,NA,3689
3690,17.58381242,-0.168828424,0.17353762,-0.972863543,0.330621127,NA,3690
ERVW-23,676.6616603,0.3997338,0.163991753,2.4375238,0.014788241,0.129828289,ERVW-23
3692,130.2282663,0.075609406,0.286634041,0.263783763,0.791946547,0.92752425,3692
3694,42.46863352,-0.078393694,0.200659611,-0.390679987,0.696033793,NA,3694
3698,24.69350198,0.333839989,0.322648534,1.034686209,0.300815479,NA,3698
3699,21.30748464,0.114172587,0.345369123,0.330581338,0.740960745,NA,3699
3701,4.236685856,-0.07561871,0.385912366,-0.195947881,0.84465096,NA,3701
3703,26.12672372,-0.010039537,0.306271601,-0.032779851,0.973850146,NA,3703
3704,141.9089143,0.194156798,0.21735154,0.893284667,0.371704747,0.615676423,3704
3710,317.1318849,0.006376716,0.251313576,0.025373545,0.979757012,0.984490138,3710
3711,249.418342,-0.502329344,0.236182478,-2.126869645,0.033430916,0.168116081,3711
3713,10.55152845,0.087000047,0.197886884,0.439645344,0.660193994,NA,3713
3714,17.5022836,0.181283417,0.344933134,0.52556104,0.599193232,NA,3714
3715,12.75175281,-0.029852809,0.216010504,-0.138200727,0.89008178,NA,3715
3716,6.343137296,0.130297641,0.309317975,0.421241737,0.67357857,NA,3716
3720,34.88477341,0.270813099,0.256370497,1.056334883,0.290815244,NA,3720
3722,3.268525837,0.130190709,0.467455217,0.278509479,0.780621289,NA,3722
3723,7.561937415,-0.428725729,0.471361291,-0.909548021,0.363060922,NA,3723
3724,7.226193648,-0.61210126,0.338133234,-1.810236909,0.070259056,NA,3724
3726,1.769887925,-0.246990441,0.688203134,-0.35889177,0.719676057,NA,3726
3728,7.257004423,0.082751971,0.55769716,0.148381554,0.882041657,NA,3728
3727,11.05177418,-0.313524178,0.399422855,-0.784943009,0.432486984,NA,3727
3730,10.54056569,-0.561807545,0.331566588,-1.694403371,0.090188659,NA,3730
3731,4.346737294,0.125241964,0.421253562,0.297307787,0.766231537,NA,3731
3732,3.202264607,-0.017523872,0.52322379,-0.033492117,0.973282152,NA,3732
3737,3.023938321,-0.192329095,0.445722031,-0.431500087,0.666104789,NA,3737
3738,155.4928846,-0.272718093,0.267858476,-1.018142483,0.308610249,0.553370101,3738
3741,539.8473165,0.353409532,0.135503552,2.608120052,0.009104102,0.111391364,3741
3742,3.492065647,-0.347382736,0.401607861,-0.864979922,0.387049809,NA,3742
3743,159.7641946,0.707350311,0.362286947,1.952458728,0.050883766,0.203535065,3743
3748,3.685257547,-0.481758,0.356055803,-1.35304072,0.176042622,NA,3748
3750,11.48343615,-0.261803699,0.255175467,-1.025975193,0.304903277,NA,3750
3751,80.48325886,-0.21023378,0.151118748,-1.391182653,0.164170046,NA,3751
3758,1.815776262,-0.342808647,0.584303297,-0.58669641,0.55740762,NA,3758
3757,1.665187527,0.261438493,0.620370519,0.421423142,0.673446124,NA,3757
HERVH,0.838038741,-0.482495529,0.90081799,-0.535619331,0.592221666,NA,HERVH
3761,0.237567589,-0.135850279,1.830127044,-0.074229972,0.940827398,NA,3761
K-44,0.16429807,0.34399002,2.529017444,0.136017259,0.891807637,NA,K-44
3769,2.043031449,0.271008312,0.517693026,0.523492298,0.600631709,NA,3769
W-122,2.587670371,-0.029851868,0.485671417,-0.061465152,0.950988766,NA,W-122
W-123,7.472565643,0.24693087,0.441363513,0.559472777,0.575839105,NA,W-123
3770,3.05094523,0.002735182,0.51066526,0.005356114,0.995726459,NA,3770
3771,8.11958875,0.191256723,0.259561764,0.736844747,0.461216768,NA,3771
3772,3.630338638,-0.500276765,0.425928819,-1.174554862,0.240172851,NA,3772
3775,85.73259126,-0.614722996,0.229323148,-2.680597237,0.007349091,NA,3775
3776,1838.3265,0.181036996,0.104201898,1.737367538,0.082322317,0.273933249,3776
3777,209.1142333,0.119229018,0.133822859,0.890946573,0.372957833,0.615676423,3777
3780,61.51984248,-0.385654058,0.227824105,-1.69277109,0.090499048,NA,3780
3781,61.02970377,-0.325356178,0.23545386,-1.381825628,0.167025248,NA,3781
3783,5.703628995,-0.039859391,0.318856724,-0.125007216,0.900517837,NA,3783
3784,2.995921996,-0.064097559,0.425165023,-0.150759248,0.880165634,NA,3784
3785,130.3441683,0.336927466,0.220701767,1.526618794,0.126855831,0.321780644,3785
3786,4.015611424,-1.06651154,0.381086158,-2.798610019,0.005132308,NA,3786
3788,48.88295618,0.126860094,0.165132493,0.768232177,0.442349261,NA,3788
3790,51.22214767,-0.274529568,0.181180787,-1.515224506,0.129715559,NA,3790
3792,78.51709852,0.405487763,0.233741296,1.734771608,0.082781267,NA,3792
ERVW-24,226.8259842,0.510478827,0.208835363,2.444407978,0.014509009,0.129828289,ERVW-24
3795,588.0928766,0.104756639,0.195460376,0.535948215,0.591994341,0.784463663,3795
3797,4.904903455,0.276316362,0.295618543,0.934705785,0.349939945,NA,3797
3799,196.6220118,-0.029578698,0.455517145,-0.064934325,0.948226291,0.977482591,3799
3804,165.9460287,-0.259486369,0.167215293,-1.551810032,0.120707685,0.321780644,3804
3806,17.65240394,-0.034763371,0.262225826,-0.132570355,0.894533179,NA,3806
K-13,8.5347434,-0.603114515,0.311165429,-1.938243966,0.052593465,NA,K-13
3810,14.18540973,0.635888715,0.290206249,2.191161342,0.028440119,NA,3810
3811,18.79618975,0.064082936,0.275110189,0.232935523,0.815811473,NA,3811
3812,359.2542963,-0.471352388,0.397601863,-1.185488379,0.235824407,0.450013547,3812
3814,1.70595428,0.625224524,0.699381762,0.89396744,0.371339313,NA,3814
3816,2.868307115,-0.885941258,0.564292606,-1.570003306,0.116414342,NA,3816
3818,67.8389841,-0.466441556,0.350001007,-1.332686327,0.182634762,NA,3818
3820,9.646624113,0.012202186,0.512283654,0.023819198,0.980996826,NA,3820
3822,4.245540424,0.396914308,0.426719122,0.930153555,0.352291585,NA,3822
3825,230.9681205,0.387587551,0.136864748,2.83190198,0.004627203,0.096361851,3825
3826,11.18692776,-0.348271579,0.36882981,-0.94426093,0.345036326,NA,3826
3827,10.39575464,0.086450798,0.3603068,0.239936627,0.810379386,NA,3827
3832,231.3599993,-0.443235761,0.213703925,-2.074064668,0.038073305,0.168494628,3832
3833,277.40921,-0.352913077,0.204709124,-1.723973366,0.084712651,0.273933249,3833
3835,962.2918705,0.151600147,0.161870936,0.936549517,0.34899033,0.604916572,3835
3836,6.300726991,-0.7397433,0.436293671,-1.695516917,0.089977404,NA,3836
3838,12.984096,0.251420959,0.555412616,0.452674195,0.650783364,NA,3838
3839,12.31669115,-0.685437699,0.506330395,-1.353736031,0.175820609,NA,3839
3841,336.2507021,-0.217159651,0.357684727,-0.607125871,0.543767382,0.754024104,3841
3842,1249.402994,0.115477006,0.090068374,1.282103814,0.199806231,0.407448001,3842
3843,19.83753597,0.483812778,0.246076405,1.966107954,0.049286142,NA,3843
3844,53.55847884,-0.149428025,0.208204764,-0.717697438,0.472943863,NA,3844
3846,41.48851931,0.161381,0.29911621,0.539526092,0.589523898,NA,3846
3847,130.5488652,0.239322814,0.190331053,1.257402874,0.208607789,0.421266215,3847
3850,51.3565477,0.341550945,0.248340645,1.375332436,0.169028405,NA,3850
3853,136.7567949,0.31422915,0.206787643,1.51957412,0.128618046,0.322319924,3853
3854,391.5488719,0.142666637,0.158750713,0.898683444,0.368821298,0.615676423,3854
3857,0.528105301,-0.005621423,0.904044939,-0.006218079,0.995038723,NA,3857
3859,1.194677578,-1.125507556,0.745372383,-1.509993637,0.131045048,NA,3859
W-125,0.664182872,-1.170335091,0.862908801,-1.356267417,0.175014098,NA,W-125
3861,1.220904921,-0.324628885,0.647919435,-0.501032794,0.616348043,NA,3861
3863,2.367991053,-0.735709893,0.522774156,-1.407318792,0.159332879,NA,3863
3864,2.837486403,-0.509932087,0.477511685,-1.06789447,0.285568117,NA,3864
3866,896.8526328,0.16159723,0.105703877,1.528772967,0.126320736,0.321780644,3866
3867,1.505275512,-0.552936086,0.586423864,-0.942894926,0.345734651,NA,3867
3868,11.65757389,-1.430687914,0.446630503,-3.203291994,0.001358661,NA,3868
3874,2.954462593,-0.786427468,0.645279414,-1.218739435,0.222943105,NA,3874
3876,8.203386546,-0.014721807,0.470025642,-0.031321284,0.975013316,NA,3876
3880,594.8847833,-0.087830469,0.102316431,-0.858419978,0.3906606,0.627829543,3880
3882,13.48927514,-0.181720811,0.204378967,-0.889136559,0.373929693,NA,3882
3881,15.58343385,-0.343854903,0.208184965,-1.651679813,0.09859984,NA,3881
3883,98.09473321,-0.219201804,0.135893343,-1.613042982,0.10673517,NA,3883
3886,547.2178645,-0.17840873,0.196394167,-0.908421735,0.363655447,0.614962056,3886
3887,406.4777129,0.42467505,0.262649247,1.616890417,0.105901937,0.301747986,3887
3888,17.93327104,0.131308485,0.224463113,0.584989146,0.558555015,NA,3888
3891,1.239657378,0.306348488,0.695309042,0.440593275,0.659507472,NA,3891
3892,10.84890384,-0.380602545,0.379920702,-1.001794698,0.316442758,NA,3892
3894,524.9423139,0.290301727,0.177491772,1.635578503,0.101927832,0.294458183,3894
W-126,72.87693911,0.128914039,0.182224573,0.707445968,0.479289379,NA,W-126
3895,4.840074063,0.139313749,0.405320579,0.3437125,0.73106251,NA,3895
3898,4.255914964,0.180096806,0.373715702,0.481908588,0.629870885,NA,3898
3899,12.75695607,0.144047208,0.350149818,0.411387356,0.680788524,NA,3899
3901,252.1955837,0.025241155,0.105970971,0.238189335,0.811734248,0.935961605,3901
K-69,118.0645309,0.342475327,0.139745541,2.450706654,0.014257609,0.129828289,K-69
3902,292.1154897,0.328462389,0.163899275,2.004050285,0.045064674,0.187469044,3902
3903,2.564721028,-0.119726281,0.513830391,-0.233007396,0.815755663,NA,3903
3905,2.194888319,-0.294622329,0.530169848,-0.555713098,0.578407001,NA,3905
3906,774.3925941,0.05162165,0.211410353,0.244177496,0.807093355,0.935961605,3906
3907,16.22819166,-0.0563311,0.212318757,-0.265313819,0.79076772,NA,3907
3908,85.54239163,0.037463281,0.203434373,0.184154134,0.85389254,NA,3908
W-127,50.41797759,0.070532541,0.186938196,0.377304063,0.705947653,NA,W-127
3912,4.116259702,-0.809274722,0.40361131,-2.005084354,0.04495403,NA,3912
